basin,NSE,KGE,RMSE,Pearson-r,FHV,FLV
camelsbr_54590000,0.560578223241466,0.6737844989232926,0.2743316743919516,0.7502680420875549,-22.635815,-411.69867
camelsbr_55330000,0.6343274189216661,0.6859426256721926,0.2904362255148099,0.7973606586456299,-18.52494,45.736027
camelsbr_55340000,0.7916314799774266,0.8343724223075701,0.48728121775525074,0.8898513317108154,-10.515504,-1190.4644
camelsbr_55370000,0.751103263243329,0.8071959086124301,0.48746354871579795,0.867372989654541,-10.484506,40.434845
camelsbr_55520001,0.7091306901119585,0.770087069587646,0.2298583984375,0.8434827923774719,-19.331861,-724.48315
camelsbr_55610000,0.7283442768581123,0.7676465295105896,0.40291173897734284,0.8564748167991638,-18.523546,-440.39496
camelsbr_55630000,0.8253562233316482,0.7925747422424639,0.28649067551649554,0.9146265983581543,-18.914804,-549.67804
camelsbr_55660000,0.7922507984847098,0.8509374952417132,0.4096497632824849,0.8903523683547974,-8.605972,-319.23798
camelsbr_55699998,0.8371371732193533,0.8773084108769305,0.26361333409105575,0.9157666563987732,-10.778522,-550.7779
camelsbr_55790000,0.7161619380782838,0.7757256990854005,0.89814375346122,0.846319317817688,-18.804626,74.997734
camelsbr_55900000,0.6054435539459215,0.6685035247727766,0.6060687384050762,0.7785240411758423,-28.052881,70.26211
camelsbr_55920000,0.7907603924122444,0.8220277512804351,0.4345032029357608,0.8897680640220642,-15.47303,22.087992
camelsbr_56085000,0.6015393217966538,0.6699739282308156,0.7703885565113832,0.7760144472122192,-27.26607,20.572119
camelsbr_56415000,0.7645799652705352,0.8140503696318374,0.623544309066474,0.8750391602516174,-14.363498,45.152985
camelsbr_56484998,0.8356665467779438,0.8564864929045883,0.5216979543100692,0.9146405458450317,-9.031818,77.14773
camelsbr_56510000,0.8323399739469726,0.8770093754898101,0.5055399884312124,0.9128580689430237,-7.200903,78.671234
camelsbr_56570000,0.6022342692735996,0.6683487141360697,0.7321225381151659,0.7812517881393433,-24.964874,31.473055
camelsbr_56800000,0.7369460671208738,0.7850975220962719,0.49438954292155557,0.8590117692947388,-16.152912,18.899448
camelsbr_56845000,0.7418221141301328,0.7954739127560857,0.4283876699216383,0.8613918423652649,-15.724807,2.615479
camelsbr_56870000,0.6820590555477024,0.7225379027274542,0.47702793156418916,0.8270969390869141,-25.091574,-1137.3325
camelsbr_56891900,0.7516429422771064,0.7842259600892645,0.28208410238070064,0.8787063360214233,-13.054938,12.781538
camelsbr_56915500,0.5437094602391579,0.609734958979004,0.38389797461055664,0.7410506010055542,-32.922966,-8.176221
camelsbr_56940002,0.7281357791796579,0.7970877672285296,0.5994989001365034,0.854318380355835,-21.337423,53.015972
camelsbr_56989001,0.7849180961734323,0.8257731836760422,0.6147126907593771,0.8865950107574463,-13.940472,43.207626
camelsbr_56990000,0.8470448011310303,0.8791976658732567,0.37659231518994474,0.921248197555542,-5.9504747,48.416443
camelsbr_56991500,0.7204747435422827,0.7529100446676467,0.6616009135529416,0.8504531383514404,-19.992464,59.396618
camelsbr_56992000,0.777717012547192,0.8188429513833358,0.5143485598066638,0.882105827331543,-18.027216,21.715576
camelsbr_56993551,0.8065816136124015,0.8135514403656215,0.542746299347985,0.9001014828681946,-15.445074,-4.481303
camelsbr_56994500,0.8661027391852344,0.8103431881635099,0.32872175265747805,0.9381032586097717,-15.584432,56.590225
camelsbr_56994510,0.8400575589887834,0.8776239036289871,0.2699187575296878,0.9326604008674622,1.0784805,-49.521774
camelsbr_56995500,0.8594508217946103,0.8973239388502731,0.572404681812189,0.9270668029785156,-8.062695,-358.75525
camelsbr_57040008,0.79315764551449,0.8378143216657011,1.050468426621657,0.8906604051589966,-12.989662,67.40614
camelsbr_58870000,0.7077638125801011,0.765535687110775,0.4708355760802246,0.8414119482040405,-14.225012,23.29997
camelsbr_60010000,0.8874093151273486,0.9222428307513494,0.4741701047730233,0.9420494437217712,-3.7812233,62.97416
camelsbr_60011000,0.896388371439855,0.9127688309929751,0.45196123964876866,0.9470827579498291,-7.4542956,41.69142
camelsbr_60381000,0.6711792177231615,0.749243941855482,0.5632273951166832,0.8193206191062927,-24.807497,25.072962
camelsbr_60471200,0.44718554562760027,0.50744815546775,0.6429486119765664,0.6696831583976746,-38.181816,73.91115
camelsbr_60478600,0.36256545510204097,0.42855908634432305,0.8515537156518145,0.6024899482727051,-34.46561,43.850986
camelsbr_60490000,0.6499244998940735,0.7079242840543427,0.4739219490869464,0.8083741068840027,-23.691792,81.9702
camelsbr_60500000,0.7692113271192217,0.8005985550694479,0.42691546917122597,0.8779727220535278,-14.721097,67.85197
camelsbr_60715000,0.7484477047907043,0.7947466297016271,0.44763697903947325,0.8654460906982422,-22.173756,40.19332
camelsbr_60855000,0.6871557656384143,0.7508582444407439,0.6317771400793094,0.8290122151374817,-24.913395,53.937424
camelsbr_63350100,0.5907185772455212,0.7400433894086472,0.2083642439958096,0.7795485854148865,-14.93325,-26.426352
camelsbr_63790000,0.5322666640379968,0.6080963368419574,0.901071452418416,0.7297331690788269,-27.500835,-65.4695
camelsbr_63950010,0.5647363974478692,0.6120717754928768,0.41934496261770443,0.7535684108734131,-19.112804,-31.742987
camelsbr_64613800,0.5388298153365176,0.6362758727929683,0.3231447655039146,0.7349929213523865,-20.622747,11.8560295
camelsbr_64614000,0.6665839936633178,0.6997738684107422,0.2829903954621707,0.818510115146637,-14.955931,-23.213404
camelsbr_64617000,0.6432016967352652,0.6864999615389886,0.30785452754278836,0.8037429451942444,-21.725117,-66.74502
camelsbr_67100000,0.5240156147061856,0.5441225551652871,0.07673331129291865,0.730839192867279,-19.472918,-108.29234
